order_id,order_date,order_time,store_id,city,customer_id,pizza_name,category,size,quantity,unit_price,discount,gst,total_amount,order_type,payment_method,month,day_of_week,hour,discount_category,weekend_flag,peak_hour,order_value,year,month_name,day_name,day_number,hour_bucket
125225,2025-12-01,21:49:00,,Bengaluru,,Veg Extravaganza,Veg,Medium,1,518.7,0.0,25.94,544.64,Takeaway,Wallet,12,Sunday,21,No Discount,Weekday,Peak,Mid-Value,2025,December,Monday,1,Peak Evening
125226,2025-12-07,20:42:00,,Delhi,,Chicken Sausage,Chicken,Personal,3,303.2,0.0,45.48,955.08,Dine-in,UPI,12,Saturday,20,No Discount,Weekend,Peak,Mid-Value,2025,December,Sunday,7,Peak Evening
125231,2025-08-09,19:50:00,,Jaipur,,Indi Chicken Tikka,Chicken,Personal,2,399.2,0.0,39.92,838.32,Dine-in,Cash,8,Monday,19,No Discount,Weekend,Peak,Mid-Value,2025,August,Saturday,6,Peak Evening
125232,2025-05-06,22:39:00,,Noida,,Margherita,Veg,Personal,3,119.2,17.88,16.99,356.71,Dine-in,Debit Card,5,Thursday,22,Low Discount,Weekday,Non-Peak,Low-Value,2025,May,Tuesday,2,Late Night
125235,2025-07-05,17:46:00,,Ghaziabad,,Indi Tandoori Paneer,Veg,Medium,1,557.7,83.66,23.7,497.74,Delivery,Wallet,7,Wednesday,17,Medium Discount,Weekend,Non-Peak,Low-Value,2025,July,Saturday,6,Peak Evening
125241,2025-09-04,11:22:00,,Jaipur,,Chicken Dominator,Chicken,Personal,1,479.2,0.0,23.96,503.16,Dine-in,Wallet,9,Wednesday,11,No Discount,Weekday,Non-Peak,Mid-Value,2025,September,Thursday,4,Morning
125242,2025-12-08,14:54:00,,Hyderabad,,Paneer Makhani,Veg,Medium,3,453.7,204.16,57.85,1214.79,Takeaway,Debit Card,12,Tuesday,14,High Discount,Weekday,Non-Peak,High-Value,2025,December,Monday,1,Afternoon
125244,2025-12-02,18:32:00,,Jaipur,,Indi Chicken Tikka,Chicken,Personal,4,399.2,0.0,79.84,1676.64,Dine-in,Credit Card,12,Wednesday,18,No Discount,Weekday,Peak,High-Value,2025,December,Tuesday,2,Peak Evening
125250,2025-08-11,20:51:00,,Noida,,Farmhouse,Veg,Large,3,478.4,71.76,68.17,1431.61,Takeaway,UPI,8,Saturday,20,Medium Discount,Weekday,Peak,High-Value,2025,August,Monday,1,Peak Evening
125251,2025-06-11,20:34:00,,Chennai,,Veg Extravaganza,Veg,Medium,1,518.7,51.87,23.34,490.17,Delivery,Wallet,6,Thursday,20,Medium Discount,Weekday,Peak,Low-Value,2025,June,Wednesday,3,Peak Evening
125254,2025-06-03,22:27:00,,Delhi,,Margherita,Veg,Regular,1,149.0,0.0,7.45,156.45,Takeaway,Wallet,6,Thursday,22,No Discount,Weekday,Non-Peak,Low-Value,2025,June,Tuesday,2,Late Night
125256,2025-10-08,16:46:00,,Ghaziabad,,Veg Extravaganza,Veg,Large,3,638.4,95.76,90.97,1910.41,Takeaway,Debit Card,10,Sunday,16,Medium Discount,Weekday,Non-Peak,High-Value,2025,October,Wednesday,3,Afternoon
125257,2025-03-08,17:29:00,,Chennai,,Indi Chicken Tikka,Chicken,Medium,2,648.7,64.87,61.63,1294.16,Takeaway,Wallet,3,Sunday,17,Medium Discount,Weekend,Non-Peak,High-Value,2025,March,Saturday,6,Peak Evening
125259,2025-10-11,10:01:00,,Hyderabad,,Veg Extravaganza,Veg,Large,2,638.4,0.0,63.84,1340.64,Takeaway,Debit Card,10,Monday,10,No Discount,Weekend,Non-Peak,High-Value,2025,October,Saturday,6,Morning
125260,2025-06-08,17:55:00,,Jaipur,,Indi Tandoori Paneer,Veg,Medium,2,557.7,0.0,55.77,1171.17,Takeaway,Credit Card,6,Wednesday,17,No Discount,Weekend,Non-Peak,High-Value,2025,June,Sunday,7,Peak Evening
125263,2025-04-12,18:50:00,,Bengaluru,,Veg Extravaganza,Veg,Large,4,638.4,127.68,121.3,2547.22,Takeaway,Credit Card,4,Thursday,18,High Discount,Weekend,Peak,High-Value,2025,April,Saturday,6,Peak Evening
125264,2025-12-07,15:17:00,,Pune,,Indi Chicken Tikka,Chicken,Personal,4,399.2,79.84,75.85,1592.81,Takeaway,Wallet,12,Saturday,15,Medium Discount,Weekend,Non-Peak,High-Value,2025,December,Sunday,7,Afternoon
125265,2025-04-10,18:38:00,,Jaipur,,Chicken Sausage,Chicken,Medium,4,492.7,0.0,98.54,2069.34,Takeaway,Debit Card,4,Saturday,18,No Discount,Weekday,Peak,High-Value,2025,April,Thursday,4,Peak Evening
125266,2025-01-03,18:55:00,,Bengaluru,,Chicken Sausage,Chicken,Large,4,606.4,0.0,121.28,2546.88,Delivery,UPI,1,Saturday,18,No Discount,Weekday,Peak,High-Value,2025,January,Friday,5,Peak Evening
125268,2025-05-11,13:45:00,,Hyderabad,,Chicken Sausage,Chicken,Medium,1,492.7,73.91,20.94,439.73,Takeaway,UPI,5,Wednesday,13,Medium Discount,Weekend,Non-Peak,Low-Value,2025,May,Sunday,7,Afternoon
125269,2025-10-04,21:25:00,,Pune,,Veg Extravaganza,Veg,Large,2,638.4,63.84,60.65,1273.61,Takeaway,UPI,10,Thursday,21,Medium Discount,Weekend,Peak,High-Value,2025,October,Saturday,6,Peak Evening
125270,2025-01-06,16:37:00,,Gurugram,,Veg Extravaganza,Veg,Personal,2,319.2,0.0,31.92,670.32,Delivery,Debit Card,1,Sunday,16,No Discount,Weekday,Non-Peak,Mid-Value,2025,January,Monday,1,Afternoon
125272,2025-11-12,21:14:00,,Chennai,,Paneer Makhani,Veg,Medium,3,453.7,204.16,57.85,1214.79,Takeaway,Cash,11,Thursday,21,High Discount,Weekday,Peak,High-Value,2025,November,Wednesday,3,Peak Evening
125275,2025-10-10,18:25:00,,Chennai,,Indi Chicken Tikka,Chicken,Regular,4,499.0,299.4,84.83,1781.43,Delivery,Wallet,10,Friday,18,High Discount,Weekday,Peak,High-Value,2025,October,Friday,5,Peak Evening
125278,2025-04-06,18:53:00,,Jaipur,,Chicken Dominator,Chicken,Regular,2,599.0,119.8,53.91,1132.11,Takeaway,Credit Card,4,Wednesday,18,High Discount,Weekend,Peak,High-Value,2025,April,Sunday,7,Peak Evening
125279,2025-02-01,13:41:00,,Pune,,Margherita,Veg,Large,1,238.4,0.0,11.92,250.32,Dine-in,Debit Card,2,Thursday,13,No Discount,Weekend,Non-Peak,Low-Value,2025,February,Saturday,6,Afternoon
125282,2025-02-01,18:35:00,,Pune,,Indi Tandoori Paneer,Veg,Personal,2,343.2,34.32,32.6,684.68,Delivery,UPI,2,Thursday,18,Low Discount,Weekend,Peak,Mid-Value,2025,February,Saturday,6,Peak Evening
125284,2025-09-06,14:17:00,,Noida,,Chicken Dominator,Chicken,Regular,3,599.0,89.85,85.36,1792.51,Dine-in,Credit Card,9,Monday,14,Medium Discount,Weekend,Non-Peak,High-Value,2025,September,Saturday,6,Afternoon
125285,2025-06-07,16:04:00,,Ghaziabad,,Indi Tandoori Paneer,Veg,Medium,4,557.7,0.0,111.54,2342.34,Takeaway,UPI,6,Sunday,16,No Discount,Weekend,Non-Peak,High-Value,2025,June,Saturday,6,Afternoon
125286,2025-02-10,14:50:00,,Hyderabad,,Pepper Barbecue Chicken,Chicken,Large,1,718.4,71.84,32.33,678.89,Delivery,Cash,2,Thursday,14,Medium Discount,Weekday,Non-Peak,Mid-Value,2025,February,Monday,1,Afternoon
125289,2025-08-04,20:27:00,,Noida,,Paneer Makhani,Veg,Personal,3,279.2,0.0,41.88,879.48,Takeaway,UPI,8,Tuesday,20,No Discount,Weekday,Peak,Mid-Value,2025,August,Monday,1,Peak Evening
125290,2025-03-12,18:27:00,,Gurugram,,Indi Tandoori Paneer,Veg,Medium,3,557.7,250.97,71.11,1493.24,Delivery,Wallet,3,Wednesday,18,High Discount,Weekday,Peak,High-Value,2025,March,Wednesday,3,Peak Evening
125291,2025-10-09,11:49:00,,Ghaziabad,,Cheese n Corn,Veg,Large,1,398.4,39.84,17.93,376.49,Delivery,Debit Card,10,Wednesday,11,Low Discount,Weekday,Non-Peak,Low-Value,2025,October,Thursday,4,Morning
125292,2025-12-02,21:16:00,,Jaipur,,Chicken Dominator,Chicken,Medium,1,778.7,0.0,38.94,817.64,Delivery,Wallet,12,Wednesday,21,No Discount,Weekday,Peak,Mid-Value,2025,December,Tuesday,2,Peak Evening
125293,2025-06-11,10:05:00,,Mumbai,,Indi Tandoori Paneer,Veg,Personal,4,343.2,0.0,68.64,1441.44,Dine-in,UPI,6,Thursday,10,No Discount,Weekday,Non-Peak,High-Value,2025,June,Wednesday,3,Morning
125296,2025-05-12,10:10:00,,Pune,,Margherita,Veg,Regular,2,149.0,0.0,14.9,312.9,Takeaway,UPI,5,Friday,10,No Discount,Weekday,Non-Peak,Low-Value,2025,May,Monday,1,Morning
125297,2025-10-07,10:27:00,,Noida,,Farmhouse,Veg,Regular,4,299.0,0.0,59.8,1255.8,Dine-in,Wallet,10,Thursday,10,No Discount,Weekday,Non-Peak,High-Value,2025,October,Tuesday,2,Morning
125298,2025-07-05,18:58:00,,Gurugram,,Paneer Makhani,Veg,Regular,4,349.0,0.0,69.8,1465.8,Dine-in,Credit Card,7,Wednesday,18,No Discount,Weekend,Peak,High-Value,2025,July,Saturday,6,Peak Evening
125304,2025-04-07,18:51:00,,Mumbai,,Indi Chicken Tikka,Chicken,Medium,4,648.7,0.0,129.74,2724.54,Delivery,Wallet,4,Friday,18,No Discount,Weekday,Peak,High-Value,2025,April,Monday,1,Peak Evening
125305,2025-12-10,16:23:00,,Pune,,Farmhouse,Veg,Personal,3,239.2,0.0,35.88,753.48,Dine-in,Credit Card,12,Sunday,16,No Discount,Weekday,Non-Peak,Mid-Value,2025,December,Wednesday,3,Afternoon
125306,2025-03-02,16:07:00,,Bengaluru,,Indi Chicken Tikka,Chicken,Medium,4,648.7,0.0,129.74,2724.54,Dine-in,Cash,3,Monday,16,No Discount,Weekend,Non-Peak,High-Value,2025,March,Sunday,7,Afternoon
125308,2025-04-08,14:20:00,,Bengaluru,,Farmhouse,Veg,Regular,1,299.0,0.0,14.95,313.95,Delivery,Wallet,4,Monday,14,No Discount,Weekday,Non-Peak,Low-Value,2025,April,Tuesday,2,Afternoon
125310,2025-11-01,19:46:00,,Delhi,,Paneer Makhani,Veg,Regular,2,349.0,104.7,29.66,622.96,Takeaway,Cash,11,Saturday,19,High Discount,Weekend,Peak,Mid-Value,2025,November,Saturday,6,Peak Evening
125311,2025-10-08,18:57:00,,Bengaluru,,Chicken Sausage,Chicken,Medium,3,492.7,0.0,73.91,1552.01,Delivery,Debit Card,10,Sunday,18,No Discount,Weekday,Peak,High-Value,2025,October,Wednesday,3,Peak Evening
125312,2025-10-06,22:36:00,,Gurugram,,Paneer Makhani,Veg,Large,4,558.4,335.04,94.93,1993.49,Takeaway,Wallet,10,Tuesday,22,High Discount,Weekday,Non-Peak,High-Value,2025,October,Monday,1,Late Night
125313,2025-03-10,21:04:00,,Mumbai,,Indi Chicken Tikka,Chicken,Medium,1,648.7,32.44,30.81,647.07,Dine-in,Cash,3,Friday,21,Low Discount,Weekday,Peak,Mid-Value,2025,March,Monday,1,Peak Evening
125315,2025-01-02,21:02:00,,Pune,,Paneer Makhani,Veg,Regular,1,349.0,0.0,17.45,366.45,Takeaway,Credit Card,1,Saturday,21,No Discount,Weekday,Peak,Low-Value,2025,January,Thursday,4,Peak Evening
125316,2025-11-10,20:48:00,,Noida,,Pepper Barbecue Chicken,Chicken,Personal,1,359.2,35.92,16.16,339.44,Takeaway,Cash,11,Saturday,20,Low Discount,Weekday,Peak,Low-Value,2025,November,Monday,1,Peak Evening
125317,2025-06-06,15:07:00,,Pune,,Veg Extravaganza,Veg,Medium,4,518.7,311.22,88.18,1851.76,Delivery,UPI,6,Friday,15,High Discount,Weekday,Non-Peak,High-Value,2025,June,Friday,5,Afternoon
125320,2025-06-01,21:12:00,,Jaipur,,Chicken Sausage,Chicken,Regular,2,379.0,75.8,34.11,716.31,Dine-in,Wallet,6,Monday,21,Medium Discount,Weekend,Peak,Mid-Value,2025,June,Sunday,7,Peak Evening
125322,2025-10-08,16:37:00,,Chennai,,Chicken Dominator,Chicken,Large,1,958.4,143.76,40.73,855.37,Takeaway,Credit Card,10,Sunday,16,High Discount,Weekday,Non-Peak,Mid-Value,2025,October,Wednesday,3,Afternoon
125324,2025-01-03,14:49:00,,Delhi,,Chicken Dominator,Chicken,Large,1,958.4,143.76,40.73,855.37,Takeaway,UPI,1,Saturday,14,High Discount,Weekday,Non-Peak,Mid-Value,2025,January,Friday,5,Afternoon
125331,2025-02-07,10:02:00,,Delhi,,Paneer Makhani,Veg,Regular,1,349.0,17.45,16.58,348.13,Delivery,Credit Card,2,Wednesday,10,Low Discount,Weekday,Non-Peak,Low-Value,2025,February,Friday,5,Morning
125334,2025-05-09,11:22:00,,Chennai,,Indi Tandoori Paneer,Veg,Medium,2,557.7,0.0,55.77,1171.17,Delivery,Debit Card,5,Friday,11,No Discount,Weekday,Non-Peak,High-Value,2025,May,Friday,5,Morning
125335,2025-08-03,13:37:00,,Delhi,,Pepper Barbecue Chicken,Chicken,Medium,1,583.7,58.37,26.27,551.6,Takeaway,UPI,8,Saturday,13,Medium Discount,Weekend,Non-Peak,Mid-Value,2025,August,Sunday,7,Afternoon
125336,2025-06-12,10:57:00,,Chennai,,Paneer Makhani,Veg,Large,1,558.4,83.76,23.73,498.37,Delivery,Cash,6,Saturday,10,Medium Discount,Weekday,Non-Peak,Low-Value,2025,June,Thursday,4,Morning
125339,2025-02-06,14:29:00,,Gurugram,,Chicken Dominator,Chicken,Medium,4,778.7,467.22,132.38,2779.96,Takeaway,Credit Card,2,Monday,14,High Discount,Weekday,Non-Peak,High-Value,2025,February,Thursday,4,Afternoon
125342,2025-12-04,11:41:00,,Jaipur,,Cheese n Corn,Veg,Medium,3,323.7,145.66,41.27,866.71,Takeaway,UPI,12,Saturday,11,High Discount,Weekday,Non-Peak,Mid-Value,2025,December,Thursday,4,Morning
125343,2025-11-08,20:38:00,,Delhi,,Chicken Dominator,Chicken,Large,2,958.4,191.68,86.26,1811.38,Dine-in,Debit Card,11,Monday,20,High Discount,Weekend,Peak,High-Value,2025,November,Saturday,6,Peak Evening
125344,2025-06-03,21:10:00,,Hyderabad,,Pepper Barbecue Chicken,Chicken,Large,3,718.4,107.76,102.37,2149.81,Dine-in,UPI,6,Thursday,21,High Discount,Weekday,Peak,High-Value,2025,June,Tuesday,2,Peak Evening
125349,2025-05-09,14:50:00,,Noida,,Chicken Dominator,Chicken,Personal,4,479.2,287.52,81.46,1710.74,Takeaway,Debit Card,5,Friday,14,High Discount,Weekday,Non-Peak,High-Value,2025,May,Friday,5,Afternoon
125350,2025-01-09,15:08:00,,Chennai,,Indi Chicken Tikka,Chicken,Large,1,798.4,0.0,39.92,838.32,Dine-in,Wallet,1,Monday,15,No Discount,Weekday,Non-Peak,Mid-Value,2025,January,Thursday,4,Afternoon
125351,2025-08-06,16:05:00,,Delhi,,Veg Extravaganza,Veg,Personal,4,319.2,0.0,63.84,1340.64,Delivery,Debit Card,8,Sunday,16,No Discount,Weekday,Non-Peak,High-Value,2025,August,Wednesday,3,Afternoon
125357,2025-11-10,17:18:00,,Noida,,Indi Chicken Tikka,Chicken,Personal,1,399.2,39.92,17.96,377.24,Takeaway,Credit Card,11,Saturday,17,Low Discount,Weekday,Non-Peak,Low-Value,2025,November,Monday,1,Peak Evening
125358,2025-10-10,18:45:00,,Hyderabad,,Indi Chicken Tikka,Chicken,Regular,2,499.0,0.0,49.9,1047.9,Delivery,Credit Card,10,Friday,18,No Discount,Weekday,Peak,High-Value,2025,October,Friday,5,Peak Evening
125361,2025-11-07,13:56:00,,Chennai,,Cheese n Corn,Veg,Personal,3,199.2,0.0,29.88,627.48,Takeaway,Cash,11,Friday,13,No Discount,Weekday,Non-Peak,Mid-Value,2025,November,Friday,5,Afternoon
125365,2025-03-03,22:16:00,,Delhi,,Chicken Sausage,Chicken,Medium,4,492.7,0.0,98.54,2069.34,Dine-in,Credit Card,3,Monday,22,No Discount,Weekday,Non-Peak,High-Value,2025,March,Monday,1,Late Night
125366,2025-03-08,20:15:00,,Jaipur,,Margherita,Veg,Personal,1,119.2,0.0,5.96,125.16,Delivery,Wallet,3,Sunday,20,No Discount,Weekend,Peak,Low-Value,2025,March,Saturday,6,Peak Evening
125375,2025-12-05,12:27:00,,Delhi,,Pepper Barbecue Chicken,Chicken,Regular,3,449.0,67.35,63.98,1343.63,Delivery,UPI,12,Monday,12,Medium Discount,Weekday,Non-Peak,High-Value,2025,December,Friday,5,Afternoon
125378,2025-12-03,17:47:00,,Mumbai,,Veg Extravaganza,Veg,Regular,1,399.0,39.9,17.96,377.06,Takeaway,Credit Card,12,Wednesday,17,Low Discount,Weekday,Non-Peak,Low-Value,2025,December,Wednesday,3,Peak Evening
125380,2025-09-06,16:06:00,,Hyderabad,,Farmhouse,Veg,Personal,1,239.2,23.92,10.76,226.04,Dine-in,Wallet,9,Monday,16,Low Discount,Weekend,Non-Peak,Low-Value,2025,September,Saturday,6,Afternoon
125382,2025-03-03,10:26:00,,Jaipur,,Veg Extravaganza,Veg,Large,3,638.4,191.52,86.18,1809.86,Dine-in,Debit Card,3,Monday,10,High Discount,Weekday,Non-Peak,High-Value,2025,March,Monday,1,Morning
125383,2025-02-06,19:01:00,,Ghaziabad,,Paneer Makhani,Veg,Large,4,558.4,0.0,111.68,2345.28,Delivery,Credit Card,2,Monday,19,No Discount,Weekday,Peak,High-Value,2025,February,Thursday,4,Peak Evening
125384,2025-06-06,10:09:00,,Gurugram,,Cheese n Corn,Veg,Large,2,398.4,0.0,39.84,836.64,Delivery,Credit Card,6,Friday,10,No Discount,Weekday,Non-Peak,Mid-Value,2025,June,Friday,5,Morning
125393,2025-08-03,14:49:00,,Noida,,Chicken Dominator,Chicken,Large,4,958.4,191.68,182.1,3824.02,Takeaway,Credit Card,8,Saturday,14,High Discount,Weekend,Non-Peak,High-Value,2025,August,Sunday,7,Afternoon
125394,2025-05-05,22:16:00,,Chennai,,Chicken Dominator,Chicken,Medium,1,778.7,0.0,38.94,817.64,Takeaway,Wallet,5,Monday,22,No Discount,Weekday,Non-Peak,Mid-Value,2025,May,Monday,1,Late Night
125396,2025-06-05,14:05:00,,Bengaluru,,Chicken Dominator,Chicken,Personal,4,479.2,95.84,91.05,1912.01,Takeaway,Cash,6,Tuesday,14,Medium Discount,Weekday,Non-Peak,High-Value,2025,June,Thursday,4,Afternoon
125398,2025-05-07,11:27:00,,Chennai,,Indi Tandoori Paneer,Veg,Regular,3,429.0,64.35,61.13,1283.78,Takeaway,Cash,5,Saturday,11,Medium Discount,Weekday,Non-Peak,High-Value,2025,May,Wednesday,3,Morning
125399,2025-12-08,16:45:00,,Gurugram,,Chicken Sausage,Chicken,Medium,2,492.7,0.0,49.27,1034.67,Delivery,Credit Card,12,Tuesday,16,No Discount,Weekday,Non-Peak,High-Value,2025,December,Monday,1,Afternoon
125401,2025-10-09,17:03:00,,Noida,,Indi Chicken Tikka,Chicken,Large,3,798.4,119.76,113.77,2389.21,Takeaway,Debit Card,10,Wednesday,17,High Discount,Weekday,Non-Peak,High-Value,2025,October,Thursday,4,Peak Evening
125403,2025-02-05,17:59:00,,Jaipur,,Paneer Makhani,Veg,Personal,4,279.2,167.52,47.46,996.74,Dine-in,Wallet,2,Friday,17,High Discount,Weekday,Non-Peak,Mid-Value,2025,February,Wednesday,3,Peak Evening
125404,2025-12-04,14:06:00,,Noida,,Indi Chicken Tikka,Chicken,Personal,3,399.2,119.76,53.89,1131.73,Takeaway,UPI,12,Saturday,14,High Discount,Weekday,Non-Peak,High-Value,2025,December,Thursday,4,Afternoon
125410,2025-09-04,10:37:00,,Delhi,,Indi Chicken Tikka,Chicken,Personal,1,399.2,0.0,19.96,419.16,Delivery,Wallet,9,Wednesday,10,No Discount,Weekday,Non-Peak,Low-Value,2025,September,Thursday,4,Morning
125414,2025-10-08,13:11:00,,Noida,,Chicken Sausage,Chicken,Regular,2,379.0,0.0,37.9,795.9,Dine-in,Cash,10,Sunday,13,No Discount,Weekday,Non-Peak,Mid-Value,2025,October,Wednesday,3,Afternoon
125418,2025-01-03,14:26:00,,Mumbai,,Veg Extravaganza,Veg,Large,2,638.4,127.68,57.46,1206.58,Takeaway,Wallet,1,Saturday,14,High Discount,Weekday,Non-Peak,High-Value,2025,January,Friday,5,Afternoon
125419,2025-04-08,18:56:00,,Pune,,Farmhouse,Veg,Regular,1,299.0,0.0,14.95,313.95,Delivery,Cash,4,Monday,18,No Discount,Weekday,Peak,Low-Value,2025,April,Tuesday,2,Peak Evening
125420,2025-08-06,16:56:00,,Gurugram,,Pepper Barbecue Chicken,Chicken,Large,4,718.4,287.36,129.31,2715.55,Takeaway,Cash,8,Sunday,16,High Discount,Weekday,Non-Peak,High-Value,2025,August,Wednesday,3,Afternoon
125421,2025-03-03,12:57:00,,Noida,,Veg Extravaganza,Veg,Large,3,638.4,0.0,95.76,2010.96,Dine-in,Credit Card,3,Monday,12,No Discount,Weekday,Non-Peak,High-Value,2025,March,Monday,1,Afternoon
125422,2025-06-10,13:01:00,,Delhi,,Indi Chicken Tikka,Chicken,Large,1,798.4,39.92,37.92,796.4,Takeaway,UPI,6,Monday,13,Low Discount,Weekday,Non-Peak,Mid-Value,2025,June,Tuesday,2,Afternoon
125424,2025-09-04,16:23:00,,Mumbai,,Margherita,Veg,Large,2,238.4,47.68,21.46,450.58,Delivery,Wallet,9,Wednesday,16,Low Discount,Weekday,Non-Peak,Low-Value,2025,September,Thursday,4,Afternoon
125425,2025-11-05,11:48:00,,Ghaziabad,,Margherita,Veg,Large,4,238.4,0.0,47.68,1001.28,Dine-in,Wallet,11,Sunday,11,No Discount,Weekday,Non-Peak,High-Value,2025,November,Wednesday,3,Morning
125427,2025-11-07,15:18:00,,Jaipur,,Veg Extravaganza,Veg,Personal,1,319.2,15.96,15.16,318.4,Dine-in,Credit Card,11,Friday,15,Low Discount,Weekday,Non-Peak,Low-Value,2025,November,Friday,5,Afternoon
125430,2025-01-01,18:58:00,,Ghaziabad,,Pepper Barbecue Chicken,Chicken,Regular,2,449.0,134.7,38.16,801.46,Takeaway,UPI,1,Wednesday,18,High Discount,Weekday,Peak,Mid-Value,2025,January,Wednesday,3,Peak Evening
125432,2025-04-01,16:13:00,,Noida,,Pepper Barbecue Chicken,Chicken,Large,3,718.4,107.76,102.37,2149.81,Takeaway,UPI,4,Saturday,16,High Discount,Weekday,Non-Peak,High-Value,2025,April,Tuesday,2,Afternoon
125433,2025-02-08,14:58:00,,Mumbai,,Indi Tandoori Paneer,Veg,Medium,3,557.7,0.0,83.66,1756.76,Dine-in,Debit Card,2,Saturday,14,No Discount,Weekend,Non-Peak,High-Value,2025,February,Saturday,6,Afternoon
125434,2025-12-07,20:47:00,,Ghaziabad,,Chicken Sausage,Chicken,Large,2,606.4,0.0,60.64,1273.44,Takeaway,Cash,12,Saturday,20,No Discount,Weekend,Peak,High-Value,2025,December,Sunday,7,Peak Evening
125437,2025-01-05,14:03:00,,Mumbai,,Veg Extravaganza,Veg,Medium,1,518.7,25.94,24.64,517.4,Delivery,Cash,1,Thursday,14,Low Discount,Weekend,Non-Peak,Mid-Value,2025,January,Sunday,7,Afternoon
125438,2025-01-08,19:35:00,,Hyderabad,,Farmhouse,Veg,Medium,3,388.7,116.61,52.47,1101.96,Dine-in,Credit Card,1,Friday,19,High Discount,Weekday,Peak,High-Value,2025,January,Wednesday,3,Peak Evening
125440,2025-08-07,13:43:00,,Bengaluru,,Farmhouse,Veg,Regular,3,299.0,0.0,44.85,941.85,Delivery,UPI,8,Tuesday,13,No Discount,Weekday,Non-Peak,Mid-Value,2025,August,Thursday,4,Afternoon
125441,2025-09-01,19:48:00,,Pune,,Indi Chicken Tikka,Chicken,Large,4,798.4,0.0,159.68,3353.28,Dine-in,Credit Card,9,Thursday,19,No Discount,Weekday,Peak,High-Value,2025,September,Monday,1,Peak Evening
125443,2025-03-11,21:46:00,,Ghaziabad,,Chicken Sausage,Chicken,Large,1,606.4,0.0,30.32,636.72,Takeaway,Debit Card,3,Monday,21,No Discount,Weekday,Peak,Mid-Value,2025,March,Tuesday,2,Peak Evening
125444,2025-10-01,16:13:00,,Pune,,Indi Chicken Tikka,Chicken,Large,1,798.4,119.76,33.93,712.57,Dine-in,Cash,10,Friday,16,High Discount,Weekday,Non-Peak,Mid-Value,2025,October,Wednesday,3,Afternoon
125445,2025-02-04,13:43:00,,Hyderabad,,Farmhouse,Veg,Regular,2,299.0,89.7,25.42,533.72,Delivery,Debit Card,2,Wednesday,13,Medium Discount,Weekday,Non-Peak,Mid-Value,2025,February,Tuesday,2,Afternoon
125449,2025-05-07,14:12:00,,Bengaluru,,Paneer Makhani,Veg,Regular,4,349.0,69.8,66.31,1392.51,Delivery,UPI,5,Saturday,14,Medium Discount,Weekday,Non-Peak,High-Value,2025,May,Wednesday,3,Afternoon
125452,2025-01-05,15:07:00,,Jaipur,,Indi Chicken Tikka,Chicken,Medium,1,648.7,64.87,29.19,613.02,Delivery,Credit Card,1,Thursday,15,Medium Discount,Weekend,Non-Peak,Mid-Value,2025,January,Sunday,7,Afternoon
125453,2025-03-08,11:12:00,,Chennai,,Indi Tandoori Paneer,Veg,Medium,4,557.7,111.54,105.96,2225.22,Delivery,Cash,3,Sunday,11,High Discount,Weekend,Non-Peak,High-Value,2025,March,Saturday,6,Morning
125454,2025-02-11,15:02:00,,Gurugram,,Margherita,Veg,Personal,3,119.2,0.0,17.88,375.48,Dine-in,Credit Card,2,Sunday,15,No Discount,Weekday,Non-Peak,Low-Value,2025,February,Tuesday,2,Afternoon
125456,2025-07-03,20:10:00,,Jaipur,,Indi Tandoori Paneer,Veg,Personal,1,343.2,0.0,17.16,360.36,Takeaway,UPI,7,Friday,20,No Discount,Weekday,Peak,Low-Value,2025,July,Thursday,4,Peak Evening
125458,2025-02-11,20:18:00,,Mumbai,,Chicken Sausage,Chicken,Regular,2,379.0,0.0,37.9,795.9,Takeaway,Credit Card,2,Sunday,20,No Discount,Weekday,Peak,Mid-Value,2025,February,Tuesday,2,Peak Evening
125462,2025-09-06,14:24:00,,Pune,,Pepper Barbecue Chicken,Chicken,Medium,4,583.7,116.74,110.9,2328.96,Dine-in,Cash,9,Monday,14,High Discount,Weekend,Non-Peak,High-Value,2025,September,Saturday,6,Afternoon
125464,2025-09-06,21:25:00,,Pune,,Chicken Dominator,Chicken,Large,2,958.4,0.0,95.84,2012.64,Delivery,UPI,9,Monday,21,No Discount,Weekend,Peak,High-Value,2025,September,Saturday,6,Peak Evening
125472,2025-07-02,15:33:00,,Jaipur,,Chicken Dominator,Chicken,Regular,2,599.0,0.0,59.9,1257.9,Dine-in,Debit Card,7,Friday,15,No Discount,Weekday,Non-Peak,High-Value,2025,July,Wednesday,3,Afternoon
125474,2025-07-10,19:51:00,,Ghaziabad,,Cheese n Corn,Veg,Personal,4,199.2,0.0,39.84,836.64,Delivery,Cash,7,Tuesday,19,No Discount,Weekday,Peak,Mid-Value,2025,July,Thursday,4,Peak Evening
125476,2025-11-07,17:04:00,,Mumbai,,Indi Tandoori Paneer,Veg,Personal,4,343.2,205.92,58.34,1225.22,Delivery,Cash,11,Friday,17,High Discount,Weekday,Non-Peak,High-Value,2025,November,Friday,5,Peak Evening
125478,2025-05-02,12:24:00,,Gurugram,,Paneer Makhani,Veg,Personal,2,279.2,0.0,27.92,586.32,Dine-in,Wallet,5,Wednesday,12,No Discount,Weekday,Non-Peak,Mid-Value,2025,May,Friday,5,Afternoon
